Early embryo	Middle embryo	Late embryo
ENSMUSG00000096232	ENSMUSG00000020808	ENSMUSG00000062501
ENSMUSG00000064289	ENSMUSG00000033906	ENSMUSG00000049809
ENSMUSG00000036480	ENSMUSG00000016028	ENSMUSG00000061780
ENSMUSG00000086331	ENSMUSG00000020086	ENSMUSG00000096445
ENSMUSG00000005615	ENSMUSG00000074602	ENSMUSG00000060756
ENSMUSG00000071179	ENSMUSG00000037784	ENSMUSG00000086071
ENSMUSG00000049323	ENSMUSG00000048503	ENSMUSG00000070547
ENSMUSG00000040770	ENSMUSG00000010797	ENSMUSG00000047528
ENSMUSG00000096330	ENSMUSG00000038456	ENSMUSG00000023019
ENSMUSG00000035638	ENSMUSG00000001864	ENSMUSG00000032690
ENSMUSG00000093648	ENSMUSG00000087626	ENSMUSG00000060183
ENSMUSG00000081332	ENSMUSG00000060206	ENSMUSG00000073785
ENSMUSG00000047415	ENSMUSG00000068463	ENSMUSG00000036731
ENSMUSG00000070939	ENSMUSG00000063897	ENSMUSG00000070335
ENSMUSG00000097085	ENSMUSG00000030386	ENSMUSG00000024770
ENSMUSG00000086209	ENSMUSG00000030319	ENSMUSG00000087171
ENSMUSG00000086221	ENSMUSG00000097839	ENSMUSG00000042306
ENSMUSG00000051890	ENSMUSG00000088226	ENSMUSG00000057674
ENSMUSG00000006014	ENSMUSG00000082860	ENSMUSG00000030278
ENSMUSG00000038020	ENSMUSG00000097000	ENSMUSG00000009580
ENSMUSG00000093789	ENSMUSG00000079391	ENSMUSG00000055022
ENSMUSG00000037966	ENSMUSG00000055629	ENSMUSG00000050813
ENSMUSG00000025429	ENSMUSG00000002633	ENSMUSG00000029865
ENSMUSG00000097404	ENSMUSG00000087479	ENSMUSG00000050994
ENSMUSG00000019894	ENSMUSG00000089337	ENSMUSG00000041735
ENSMUSG00000097102	ENSMUSG00000091906	ENSMUSG00000030173
ENSMUSG00000063240	ENSMUSG00000031273	ENSMUSG00000078639
ENSMUSG00000079491	ENSMUSG00000022367	ENSMUSG00000065987
ENSMUSG00000073574	ENSMUSG00000029290	ENSMUSG00000055961
ENSMUSG00000092171	ENSMUSG00000070527	ENSMUSG00000076463
ENSMUSG00000053654	ENSMUSG00000031093	ENSMUSG00000049528
ENSMUSG00000036585	ENSMUSG00000025766	ENSMUSG00000069717
ENSMUSG00000070332	ENSMUSG00000065211	ENSMUSG00000089724
ENSMUSG00000038080	ENSMUSG00000050538	ENSMUSG00000024124
ENSMUSG00000025165	ENSMUSG00000042515	ENSMUSG00000076464
ENSMUSG00000047921	ENSMUSG00000038765	ENSMUSG00000041550
ENSMUSG00000021483	ENSMUSG00000010751	ENSMUSG00000029678
ENSMUSG00000096000	ENSMUSG00000086682	ENSMUSG00000012705
ENSMUSG00000037697	ENSMUSG00000014782	ENSMUSG00000044649
ENSMUSG00000075110	ENSMUSG00000095803	ENSMUSG00000094113
ENSMUSG00000087597	ENSMUSG00000016637	ENSMUSG00000022040
ENSMUSG00000039063	ENSMUSG00000097892	ENSMUSG00000063251
ENSMUSG00000005371	ENSMUSG00000072999	ENSMUSG00000085836
ENSMUSG00000063660	ENSMUSG00000086632	ENSMUSG00000075570
ENSMUSG00000092626	ENSMUSG00000078302	ENSMUSG00000058172
ENSMUSG00000059013	ENSMUSG00000031201	ENSMUSG00000030472
ENSMUSG00000039307	ENSMUSG00000029862	ENSMUSG00000044772
ENSMUSG00000026771	ENSMUSG00000040554	ENSMUSG00000034987
ENSMUSG00000046980	ENSMUSG00000083870	ENSMUSG00000090225
ENSMUSG00000002799	ENSMUSG00000098235	ENSMUSG00000042031
ENSMUSG00000024697	ENSMUSG00000082226	ENSMUSG00000025004
ENSMUSG00000022292	ENSMUSG00000002731	ENSMUSG00000095620
ENSMUSG00000082653	ENSMUSG00000082208	ENSMUSG00000029882
ENSMUSG00000049315	ENSMUSG00000081683	ENSMUSG00000089773
ENSMUSG00000073529	ENSMUSG00000051238	ENSMUSG00000049280
ENSMUSG00000070738	ENSMUSG00000031990	ENSMUSG00000050425
ENSMUSG00000022085	ENSMUSG00000004665	ENSMUSG00000038572
ENSMUSG00000026011	ENSMUSG00000095195	ENSMUSG00000022780
ENSMUSG00000056752	ENSMUSG00000063021	ENSMUSG00000066512
ENSMUSG00000035992	ENSMUSG00000015653	ENSMUSG00000076472
ENSMUSG00000075534	ENSMUSG00000082516	ENSMUSG00000047228
ENSMUSG00000084016	ENSMUSG00000019880	ENSMUSG00000083701
ENSMUSG00000085255	ENSMUSG00000098051	ENSMUSG00000024846
ENSMUSG00000097373	ENSMUSG00000066554	ENSMUSG00000067996
ENSMUSG00000082314	ENSMUSG00000056673	ENSMUSG00000078130
ENSMUSG00000005268	ENSMUSG00000090021	ENSMUSG00000053909
ENSMUSG00000024774	ENSMUSG00000098039	ENSMUSG00000096888
ENSMUSG00000034761	ENSMUSG00000087502	ENSMUSG00000084787
ENSMUSG00000043467	ENSMUSG00000040752	ENSMUSG00000045109
ENSMUSG00000044021	ENSMUSG00000085982	ENSMUSG00000094694
ENSMUSG00000078442	ENSMUSG00000026235	ENSMUSG00000042157
ENSMUSG00000038866	ENSMUSG00000097166	ENSMUSG00000042182
ENSMUSG00000087245	ENSMUSG00000048763	ENSMUSG00000034459
ENSMUSG00000047369	ENSMUSG00000091050	ENSMUSG00000022026
ENSMUSG00000024427	ENSMUSG00000072962	ENSMUSG00000052736
ENSMUSG00000034602	ENSMUSG00000040372	ENSMUSG00000030954
ENSMUSG00000097876	ENSMUSG00000030499	ENSMUSG00000046082
ENSMUSG00000020260	ENSMUSG00000001383	ENSMUSG00000051314
ENSMUSG00000090070	ENSMUSG00000041420	ENSMUSG00000095870
ENSMUSG00000020083	ENSMUSG00000040321	ENSMUSG00000068075
ENSMUSG00000083505	ENSMUSG00000084846	ENSMUSG00000069823
ENSMUSG00000091192	ENSMUSG00000079383	ENSMUSG00000020085
ENSMUSG00000051793	ENSMUSG00000085145	ENSMUSG00000067998
ENSMUSG00000026065	ENSMUSG00000079364	ENSMUSG00000095046
ENSMUSG00000047150	ENSMUSG00000043773	ENSMUSG00000067614
ENSMUSG00000087279	ENSMUSG00000085016	ENSMUSG00000032093
ENSMUSG00000002546	ENSMUSG00000075389	ENSMUSG00000064201
ENSMUSG00000026126	ENSMUSG00000095015	ENSMUSG00000021768
ENSMUSG00000025189	ENSMUSG00000074674	ENSMUSG00000025431
ENSMUSG00000087486	ENSMUSG00000083906	ENSMUSG00000094512
ENSMUSG00000086458	ENSMUSG00000081194	ENSMUSG00000031886
ENSMUSG00000020383	ENSMUSG00000079388	ENSMUSG00000024339
ENSMUSG00000026885	ENSMUSG00000097193	ENSMUSG00000043613
ENSMUSG00000058287	ENSMUSG00000091509	ENSMUSG00000021135
ENSMUSG00000074965	ENSMUSG00000042757	ENSMUSG00000075567
ENSMUSG00000022973	ENSMUSG00000009772	ENSMUSG00000057455
ENSMUSG00000004668	ENSMUSG00000003360	ENSMUSG00000092277
ENSMUSG00000054387	ENSMUSG00000068522	ENSMUSG00000052273
ENSMUSG00000041225	ENSMUSG00000097042	ENSMUSG00000024028
ENSMUSG00000087615	ENSMUSG00000083223	ENSMUSG00000095783
ENSMUSG00000020399	ENSMUSG00000079410	ENSMUSG00000075605
ENSMUSG00000071379	ENSMUSG00000093800	ENSMUSG00000091340
ENSMUSG00000021481	ENSMUSG00000021811	ENSMUSG00000021210
ENSMUSG00000025221	ENSMUSG00000023809	ENSMUSG00000020061
ENSMUSG00000058594	ENSMUSG00000017418	ENSMUSG00000003271
ENSMUSG00000018924	ENSMUSG00000096629	ENSMUSG00000040978
ENSMUSG00000097746	ENSMUSG00000097667	ENSMUSG00000067212
ENSMUSG00000079620	ENSMUSG00000038227	ENSMUSG00000046490
ENSMUSG00000018363	ENSMUSG00000020703	ENSMUSG00000081506
ENSMUSG00000034295	ENSMUSG00000022610	ENSMUSG00000093991
ENSMUSG00000084347	ENSMUSG00000019889	ENSMUSG00000030236
ENSMUSG00000036123	ENSMUSG00000094370	ENSMUSG00000081977
ENSMUSG00000032680	ENSMUSG00000025958	ENSMUSG00000061100
ENSMUSG00000047394	ENSMUSG00000017652	ENSMUSG00000001588
ENSMUSG00000097476	ENSMUSG00000051469	ENSMUSG00000022986
ENSMUSG00000042807	ENSMUSG00000075596	ENSMUSG00000055114
ENSMUSG00000020961	ENSMUSG00000001964	ENSMUSG00000041248
ENSMUSG00000036833	ENSMUSG00000025658	ENSMUSG00000008193
ENSMUSG00000042268	ENSMUSG00000048592	ENSMUSG00000074195
ENSMUSG00000007021	ENSMUSG00000029090	ENSMUSG00000090314
ENSMUSG00000020387	ENSMUSG00000083554	ENSMUSG00000028240
ENSMUSG00000057069	ENSMUSG00000086486	ENSMUSG00000068073
ENSMUSG00000021509	ENSMUSG00000020180	ENSMUSG00000035429
ENSMUSG00000060519	ENSMUSG00000047749	ENSMUSG00000043485
ENSMUSG00000015316	ENSMUSG00000090691	ENSMUSG00000068887
ENSMUSG00000090588	ENSMUSG00000082544	ENSMUSG00000063779
ENSMUSG00000000538	ENSMUSG00000097334	ENSMUSG00000024388
ENSMUSG00000019785	ENSMUSG00000030555	ENSMUSG00000017309
ENSMUSG00000036158	ENSMUSG00000083556	ENSMUSG00000026834
ENSMUSG00000085551	ENSMUSG00000039577	ENSMUSG00000052212
ENSMUSG00000026271	ENSMUSG00000056590	ENSMUSG00000005339
ENSMUSG00000093563	ENSMUSG00000053897	ENSMUSG00000026835
ENSMUSG00000047141	ENSMUSG00000020420	ENSMUSG00000092200
ENSMUSG00000051977	ENSMUSG00000091558	ENSMUSG00000037849
ENSMUSG00000055547	ENSMUSG00000038805	ENSMUSG00000058579
ENSMUSG00000086588	ENSMUSG00000071613	ENSMUSG00000076499
ENSMUSG00000055945	ENSMUSG00000085072	ENSMUSG00000091212
ENSMUSG00000004709	ENSMUSG00000094671	ENSMUSG00000058435
ENSMUSG00000092920	ENSMUSG00000068270	ENSMUSG00000041567
ENSMUSG00000049106	ENSMUSG00000091754	ENSMUSG00000066361
ENSMUSG00000021239	ENSMUSG00000024754	ENSMUSG00000049593
ENSMUSG00000020828	ENSMUSG00000086877	ENSMUSG00000027925
ENSMUSG00000097103	ENSMUSG00000090194	ENSMUSG00000076465
ENSMUSG00000007659	ENSMUSG00000013584	ENSMUSG00000027912
ENSMUSG00000040140	ENSMUSG00000047485	ENSMUSG00000030546
ENSMUSG00000033576	ENSMUSG00000030795	ENSMUSG00000050650
ENSMUSG00000097047	ENSMUSG00000002274	ENSMUSG00000022877
ENSMUSG00000081889	ENSMUSG00000064380	ENSMUSG00000045091
ENSMUSG00000025380	ENSMUSG00000082381	ENSMUSG00000035896
ENSMUSG00000046119	ENSMUSG00000039108	ENSMUSG00000055138
ENSMUSG00000014503	ENSMUSG00000081958	ENSMUSG00000085831
ENSMUSG00000052221	ENSMUSG00000086893	ENSMUSG00000027876
ENSMUSG00000052942	ENSMUSG00000070526	ENSMUSG00000097484
ENSMUSG00000095029	ENSMUSG00000058979	ENSMUSG00000078235
ENSMUSG00000022375	ENSMUSG00000024518	ENSMUSG00000078262
ENSMUSG00000050312	ENSMUSG00000025246	ENSMUSG00000063089
ENSMUSG00000073388	ENSMUSG00000097051	ENSMUSG00000061397
ENSMUSG00000019768	ENSMUSG00000031592	ENSMUSG00000042124
ENSMUSG00000049252	ENSMUSG00000030393	ENSMUSG00000022340
ENSMUSG00000086109	ENSMUSG00000097143	ENSMUSG00000047295
ENSMUSG00000089818	ENSMUSG00000051034	ENSMUSG00000078131
ENSMUSG00000020151	ENSMUSG00000074603	ENSMUSG00000060615
ENSMUSG00000050106	ENSMUSG00000038721	ENSMUSG00000026417
ENSMUSG00000044551	ENSMUSG00000037016	ENSMUSG00000076873
ENSMUSG00000021081	ENSMUSG00000025261	ENSMUSG00000068888
ENSMUSG00000033276	ENSMUSG00000081205	ENSMUSG00000084257
ENSMUSG00000079330	ENSMUSG00000040520	ENSMUSG00000024131
ENSMUSG00000023943	ENSMUSG00000024274	ENSMUSG00000035258
ENSMUSG00000025370	ENSMUSG00000038523	ENSMUSG00000046474
ENSMUSG00000021279	ENSMUSG00000098066	ENSMUSG00000027513
ENSMUSG00000024789	ENSMUSG00000059834	ENSMUSG00000071764
ENSMUSG00000024068	ENSMUSG00000084105	ENSMUSG00000015665
ENSMUSG00000067851	ENSMUSG00000028532	ENSMUSG00000091867
ENSMUSG00000096052	ENSMUSG00000089900	ENSMUSG00000039339
ENSMUSG00000026285	ENSMUSG00000001657	ENSMUSG00000049350
ENSMUSG00000032649	ENSMUSG00000039046	ENSMUSG00000073786
ENSMUSG00000087458	ENSMUSG00000082367	ENSMUSG00000042532
ENSMUSG00000034881	ENSMUSG00000091617	ENSMUSG00000071633
ENSMUSG00000098055	ENSMUSG00000047844	ENSMUSG00000086702
ENSMUSG00000023800	ENSMUSG00000075592	ENSMUSG00000045566
ENSMUSG00000063234	ENSMUSG00000080540	ENSMUSG00000078132
ENSMUSG00000026546	ENSMUSG00000091363	ENSMUSG00000068889
ENSMUSG00000060176	ENSMUSG00000020553	ENSMUSG00000048620
ENSMUSG00000020671	ENSMUSG00000082262	ENSMUSG00000094525
ENSMUSG00000022014	ENSMUSG00000085141	ENSMUSG00000004821
ENSMUSG00000064065	ENSMUSG00000086446	ENSMUSG00000049168
ENSMUSG00000020660	ENSMUSG00000033233	ENSMUSG00000027919
ENSMUSG00000091530	ENSMUSG00000086186	ENSMUSG00000097768
ENSMUSG00000018930	ENSMUSG00000028389	ENSMUSG00000044405
ENSMUSG00000086425	ENSMUSG00000097174	ENSMUSG00000058762
ENSMUSG00000087202	ENSMUSG00000027004	ENSMUSG00000030155
ENSMUSG00000069729	ENSMUSG00000063458	ENSMUSG00000050296
ENSMUSG00000052551	ENSMUSG00000074284	ENSMUSG00000027790
ENSMUSG00000026986	ENSMUSG00000020935	ENSMUSG00000038354
ENSMUSG00000035173	ENSMUSG00000046668	ENSMUSG00000092220
ENSMUSG00000054901	ENSMUSG00000079489	ENSMUSG00000027923
ENSMUSG00000040276	ENSMUSG00000085194	ENSMUSG00000064213
ENSMUSG00000056605	ENSMUSG00000056459	ENSMUSG00000041534
ENSMUSG00000069588	ENSMUSG00000074758	ENSMUSG00000057609
ENSMUSG00000024669	ENSMUSG00000025161	ENSMUSG00000020676
ENSMUSG00000047798	ENSMUSG00000087049	ENSMUSG00000041078
ENSMUSG00000017167	ENSMUSG00000055235	ENSMUSG00000043472
ENSMUSG00000045075	ENSMUSG00000043243	ENSMUSG00000096131
ENSMUSG00000026027	ENSMUSG00000097167	ENSMUSG00000055811
ENSMUSG00000026150	ENSMUSG00000062078	ENSMUSG00000079102
ENSMUSG00000097108	ENSMUSG00000052371	ENSMUSG00000000983
ENSMUSG00000022159	ENSMUSG00000096493	ENSMUSG00000068890
ENSMUSG00000020672	ENSMUSG00000086834	ENSMUSG00000078137
ENSMUSG00000034959	ENSMUSG00000086568	ENSMUSG00000065692
ENSMUSG00000009734	ENSMUSG00000014747	ENSMUSG00000068134
ENSMUSG00000025216	ENSMUSG00000039632	ENSMUSG00000095143
ENSMUSG00000026018	ENSMUSG00000032221	ENSMUSG00000023949
ENSMUSG00000019856	ENSMUSG00000024174	ENSMUSG00000076461
ENSMUSG00000021216	ENSMUSG00000075394	ENSMUSG00000054325
ENSMUSG00000020272	ENSMUSG00000022205	ENSMUSG00000046354
ENSMUSG00000025083	ENSMUSG00000090707	ENSMUSG00000046676
ENSMUSG00000022416	ENSMUSG00000086746	ENSMUSG00000090175
ENSMUSG00000039981	ENSMUSG00000094627	ENSMUSG00000075370
ENSMUSG00000051920	ENSMUSG00000021556	ENSMUSG00000078658
ENSMUSG00000032915	ENSMUSG00000037808	ENSMUSG00000059832
ENSMUSG00000036661	ENSMUSG00000048001	ENSMUSG00000035208
ENSMUSG00000034731	ENSMUSG00000018666	ENSMUSG00000083172
ENSMUSG00000019876	ENSMUSG00000026556	ENSMUSG00000040134
ENSMUSG00000070337	ENSMUSG00000084603	ENSMUSG00000094012
ENSMUSG00000022696	ENSMUSG00000096039	ENSMUSG00000057817
ENSMUSG00000022209	ENSMUSG00000096574	ENSMUSG00000042092
ENSMUSG00000086677	ENSMUSG00000024483	ENSMUSG00000029417
ENSMUSG00000027340	ENSMUSG00000035678	ENSMUSG00000087560
ENSMUSG00000045404	ENSMUSG00000090001	ENSMUSG00000074155
ENSMUSG00000068966	ENSMUSG00000034324	ENSMUSG00000030364
ENSMUSG00000044501	ENSMUSG00000097444	ENSMUSG00000035686
ENSMUSG00000051650	ENSMUSG00000002100	ENSMUSG00000070868
ENSMUSG00000091712	ENSMUSG00000053414	ENSMUSG00000090171
ENSMUSG00000055546	ENSMUSG00000084411	ENSMUSG00000078783
ENSMUSG00000049744	ENSMUSG00000080186	ENSMUSG00000063428
ENSMUSG00000048118	ENSMUSG00000044098	ENSMUSG00000046259
ENSMUSG00000024379	ENSMUSG00000043671	ENSMUSG00000009070
ENSMUSG00000037106	ENSMUSG00000031955	ENSMUSG00000069441
ENSMUSG00000021592	ENSMUSG00000084904	ENSMUSG00000063529
ENSMUSG00000097800	ENSMUSG00000087228	ENSMUSG00000029829
ENSMUSG00000021880	ENSMUSG00000021913	ENSMUSG00000053675
ENSMUSG00000055415	ENSMUSG00000009741	ENSMUSG00000063157
ENSMUSG00000096937	ENSMUSG00000078532	ENSMUSG00000026985
ENSMUSG00000043999	ENSMUSG00000053877	ENSMUSG00000047564
ENSMUSG00000019775	ENSMUSG00000093898	ENSMUSG00000025170
ENSMUSG00000026240	ENSMUSG00000038193	ENSMUSG00000030945
ENSMUSG00000072082	ENSMUSG00000018570	ENSMUSG00000059632
ENSMUSG00000018651	ENSMUSG00000021733	ENSMUSG00000045331
ENSMUSG00000024795	ENSMUSG00000032582	ENSMUSG00000058725
ENSMUSG00000092230	ENSMUSG00000094628	ENSMUSG00000058260
ENSMUSG00000034453	ENSMUSG00000084808	ENSMUSG00000026818
ENSMUSG00000003779	ENSMUSG00000081187	ENSMUSG00000026387
ENSMUSG00000020074	ENSMUSG00000086370	ENSMUSG00000057425
ENSMUSG00000048149	ENSMUSG00000090674	ENSMUSG00000078504
ENSMUSG00000021374	ENSMUSG00000090663	ENSMUSG00000000157
ENSMUSG00000037474	ENSMUSG00000074282	ENSMUSG00000071195
ENSMUSG00000062248	ENSMUSG00000052751	ENSMUSG00000090326
ENSMUSG00000020116	ENSMUSG00000032291	ENSMUSG00000021789
ENSMUSG00000026694	ENSMUSG00000093657	ENSMUSG00000062826
ENSMUSG00000020224	ENSMUSG00000087404	ENSMUSG00000042510
ENSMUSG00000000384	ENSMUSG00000039385	ENSMUSG00000042622
ENSMUSG00000066878	ENSMUSG00000085249	ENSMUSG00000060208
ENSMUSG00000005899	ENSMUSG00000041530	ENSMUSG00000035186
ENSMUSG00000034681	ENSMUSG00000064317	ENSMUSG00000030205
ENSMUSG00000006498	ENSMUSG00000015980	ENSMUSG00000029680
ENSMUSG00000021963	ENSMUSG00000080951	ENSMUSG00000031766
ENSMUSG00000024007	ENSMUSG00000064419	ENSMUSG00000060407
ENSMUSG00000024118	ENSMUSG00000029917	ENSMUSG00000056706
ENSMUSG00000027425	ENSMUSG00000063317	ENSMUSG00000029811
ENSMUSG00000018362	ENSMUSG00000097401	ENSMUSG00000071858
ENSMUSG00000009535	ENSMUSG00000081850	ENSMUSG00000029375
ENSMUSG00000024360	ENSMUSG00000080465	ENSMUSG00000023247
ENSMUSG00000039148	ENSMUSG00000031134	ENSMUSG00000021620
ENSMUSG00000079043	ENSMUSG00000094958	ENSMUSG00000075517
ENSMUSG00000020392	ENSMUSG00000084881	ENSMUSG00000054106
ENSMUSG00000013465	ENSMUSG00000034800	ENSMUSG00000041984
ENSMUSG00000042354	ENSMUSG00000097380	ENSMUSG00000022824
ENSMUSG00000022247	ENSMUSG00000063277	ENSMUSG00000038011
ENSMUSG00000057132	ENSMUSG00000049321	ENSMUSG00000024365
ENSMUSG00000063334	ENSMUSG00000030323	ENSMUSG00000092164
ENSMUSG00000004865	ENSMUSG00000032463	ENSMUSG00000058119
ENSMUSG00000054079	ENSMUSG00000075576	ENSMUSG00000071517
ENSMUSG00000025047	ENSMUSG00000047786	ENSMUSG00000001804
ENSMUSG00000026083	ENSMUSG00000080364	ENSMUSG00000063142
ENSMUSG00000040688	ENSMUSG00000053070	ENSMUSG00000027895
ENSMUSG00000022020	ENSMUSG00000029636	ENSMUSG00000048981
ENSMUSG00000027361	ENSMUSG00000037210	ENSMUSG00000022596
ENSMUSG00000037119	ENSMUSG00000045231	ENSMUSG00000035042
ENSMUSG00000026355	ENSMUSG00000085286	ENSMUSG00000057163
ENSMUSG00000021500	ENSMUSG00000042505	ENSMUSG00000031594
ENSMUSG00000083465	ENSMUSG00000081232	ENSMUSG00000059408
ENSMUSG00000026095	ENSMUSG00000063108	ENSMUSG00000027022
ENSMUSG00000022685	ENSMUSG00000089702	ENSMUSG00000000248
ENSMUSG00000041747	ENSMUSG00000021134	ENSMUSG00000036908
ENSMUSG00000044757	ENSMUSG00000089640	ENSMUSG00000020932
ENSMUSG00000018433	ENSMUSG00000010047	ENSMUSG00000033520
ENSMUSG00000075327	ENSMUSG00000063787	ENSMUSG00000039092
ENSMUSG00000033166	ENSMUSG00000035934	ENSMUSG00000026950
ENSMUSG00000022350	ENSMUSG00000085884	ENSMUSG00000059488
ENSMUSG00000081816	ENSMUSG00000038535	ENSMUSG00000026971
ENSMUSG00000011179	ENSMUSG00000085847	ENSMUSG00000068806
ENSMUSG00000032834	ENSMUSG00000089746	ENSMUSG00000052508
ENSMUSG00000039929	ENSMUSG00000014786	ENSMUSG00000040026
ENSMUSG00000061136	ENSMUSG00000090512	ENSMUSG00000035804
ENSMUSG00000022828	ENSMUSG00000037239	ENSMUSG00000074440
ENSMUSG00000021111	ENSMUSG00000082580	ENSMUSG00000023829
ENSMUSG00000014850	ENSMUSG00000090277	ENSMUSG00000027261
ENSMUSG00000080950	ENSMUSG00000086770	ENSMUSG00000021541
ENSMUSG00000020114	ENSMUSG00000044707	ENSMUSG00000022935
ENSMUSG00000021023	ENSMUSG00000052707	ENSMUSG00000082952
ENSMUSG00000017716	ENSMUSG00000030811	ENSMUSG00000046828
ENSMUSG00000041057	ENSMUSG00000085227	ENSMUSG00000055523
ENSMUSG00000020898	ENSMUSG00000042742	ENSMUSG00000092553
ENSMUSG00000033272	ENSMUSG00000050555	ENSMUSG00000030972
ENSMUSG00000017428	ENSMUSG00000084477	ENSMUSG00000022181
ENSMUSG00000022070	ENSMUSG00000086502	ENSMUSG00000074433
ENSMUSG00000036023	ENSMUSG00000032369	ENSMUSG00000043705
ENSMUSG00000020549	ENSMUSG00000085501	ENSMUSG00000030713
ENSMUSG00000020973	ENSMUSG00000061048	ENSMUSG00000036594
ENSMUSG00000022774	ENSMUSG00000066632	ENSMUSG00000020963
ENSMUSG00000022335	ENSMUSG00000097751	ENSMUSG00000055137
ENSMUSG00000061458	ENSMUSG00000045268	ENSMUSG00000045475
ENSMUSG00000022300	ENSMUSG00000085399	ENSMUSG00000067613
ENSMUSG00000005846	ENSMUSG00000032249	ENSMUSG00000086320
ENSMUSG00000004667	ENSMUSG00000097472	ENSMUSG00000069722
ENSMUSG00000038909	ENSMUSG00000062949	ENSMUSG00000040809
ENSMUSG00000021494	ENSMUSG00000035528	ENSMUSG00000097313
ENSMUSG00000021149	ENSMUSG00000025215	ENSMUSG00000069609
ENSMUSG00000024571	ENSMUSG00000030060	ENSMUSG00000020216
ENSMUSG00000021555	ENSMUSG00000029595	ENSMUSG00000048766
ENSMUSG00000034432	ENSMUSG00000034021	ENSMUSG00000063011
ENSMUSG00000019782	ENSMUSG00000035067	ENSMUSG00000090165
ENSMUSG00000027091	ENSMUSG00000084007	ENSMUSG00000023914
ENSMUSG00000020691	ENSMUSG00000096976	ENSMUSG00000060621
ENSMUSG00000043329	ENSMUSG00000045365	ENSMUSG00000024771
ENSMUSG00000024613	ENSMUSG00000097390	ENSMUSG00000078949
ENSMUSG00000082510	ENSMUSG00000083474	ENSMUSG00000034359
ENSMUSG00000020692	ENSMUSG00000050382	ENSMUSG00000030134
ENSMUSG00000019948	ENSMUSG00000032376	ENSMUSG00000058017
ENSMUSG00000006005	ENSMUSG00000029596	ENSMUSG00000093812
ENSMUSG00000020495	ENSMUSG00000028556	ENSMUSG00000032094
ENSMUSG00000083449	ENSMUSG00000096156	ENSMUSG00000055960
ENSMUSG00000063953	ENSMUSG00000091293	ENSMUSG00000026984
ENSMUSG00000025364	ENSMUSG00000027239	ENSMUSG00000071519
ENSMUSG00000015176	ENSMUSG00000032034	ENSMUSG00000037583
ENSMUSG00000019942	ENSMUSG00000065191	ENSMUSG00000021573
ENSMUSG00000004460	ENSMUSG00000073753	ENSMUSG00000047861
ENSMUSG00000052798	ENSMUSG00000096003	ENSMUSG00000056271
ENSMUSG00000055491	ENSMUSG00000027778	ENSMUSG00000020884
ENSMUSG00000040767	ENSMUSG00000057406	ENSMUSG00000084854
ENSMUSG00000002833	ENSMUSG00000085682	ENSMUSG00000025991
ENSMUSG00000020677	ENSMUSG00000023495	ENSMUSG00000056426
ENSMUSG00000083242	ENSMUSG00000025265	ENSMUSG00000082956
ENSMUSG00000026766	ENSMUSG00000097183	ENSMUSG00000095457
ENSMUSG00000075245	ENSMUSG00000041658	ENSMUSG00000043020
ENSMUSG00000018923	ENSMUSG00000080796	ENSMUSG00000028475
ENSMUSG00000067722	ENSMUSG00000030660	ENSMUSG00000035780
ENSMUSG00000002307	ENSMUSG00000028799	ENSMUSG00000037953
ENSMUSG00000024382	ENSMUSG00000088069	ENSMUSG00000051506
ENSMUSG00000038806	ENSMUSG00000014704	ENSMUSG00000038148
ENSMUSG00000026377	ENSMUSG00000083152	ENSMUSG00000041052
ENSMUSG00000033669	ENSMUSG00000068480	ENSMUSG00000029269
ENSMUSG00000024234	ENSMUSG00000096775	ENSMUSG00000041293
ENSMUSG00000035370	ENSMUSG00000016763	ENSMUSG00000087382
ENSMUSG00000096370	ENSMUSG00000085418	ENSMUSG00000059230
ENSMUSG00000025358	ENSMUSG00000069089	ENSMUSG00000029288
ENSMUSG00000047989	ENSMUSG00000062070	ENSMUSG00000070306
ENSMUSG00000019891	ENSMUSG00000097934	ENSMUSG00000095388
ENSMUSG00000036721	ENSMUSG00000065089	ENSMUSG00000021091
ENSMUSG00000024785	ENSMUSG00000032235	ENSMUSG00000059027
ENSMUSG00000064030	ENSMUSG00000077639	ENSMUSG00000042250
ENSMUSG00000043424	ENSMUSG00000051444	ENSMUSG00000022146
ENSMUSG00000023971	ENSMUSG00000097685	ENSMUSG00000078964
ENSMUSG00000033983	ENSMUSG00000021039	ENSMUSG00000074417
ENSMUSG00000082971	ENSMUSG00000097518	ENSMUSG00000029182
ENSMUSG00000022748	ENSMUSG00000018537	ENSMUSG00000091575
ENSMUSG00000022385	ENSMUSG00000065232	ENSMUSG00000032942
ENSMUSG00000075232	ENSMUSG00000095681	ENSMUSG00000036938
ENSMUSG00000026049	ENSMUSG00000089972	ENSMUSG00000024730
ENSMUSG00000020485	ENSMUSG00000087395	ENSMUSG00000062593
ENSMUSG00000038683	ENSMUSG00000017667	ENSMUSG00000038094
ENSMUSG00000022024	ENSMUSG00000086014	ENSMUSG00000002769
ENSMUSG00000053740	ENSMUSG00000098121	ENSMUSG00000045287
ENSMUSG00000025903	ENSMUSG00000050604	ENSMUSG00000031757
ENSMUSG00000024019	ENSMUSG00000085523	ENSMUSG00000024032
ENSMUSG00000027014	ENSMUSG00000035337	ENSMUSG00000026853
ENSMUSG00000020528	ENSMUSG00000092086	ENSMUSG00000090709
ENSMUSG00000054237	ENSMUSG00000079480	ENSMUSG00000052160
