Early embryo	Middle embryo	Late embryo
ENSMUSG00000044526	ENSMUSG00000097498	ENSMUSG00000022587
ENSMUSG00000037896	ENSMUSG00000025469	ENSMUSG00000032343
ENSMUSG00000003062	ENSMUSG00000091894	ENSMUSG00000051098
ENSMUSG00000096576	ENSMUSG00000081373	ENSMUSG00000027965
ENSMUSG00000061469	ENSMUSG00000074608	ENSMUSG00000051435
ENSMUSG00000035007	ENSMUSG00000031016	ENSMUSG00000026786
ENSMUSG00000058057	ENSMUSG00000046865	ENSMUSG00000055866
ENSMUSG00000034936	ENSMUSG00000093622	ENSMUSG00000045838
ENSMUSG00000048799	ENSMUSG00000091825	ENSMUSG00000043670
ENSMUSG00000079029	ENSMUSG00000028034	ENSMUSG00000024677
ENSMUSG00000066027	ENSMUSG00000041438	ENSMUSG00000085826
ENSMUSG00000046573	ENSMUSG00000035403	ENSMUSG00000027350
ENSMUSG00000010342	ENSMUSG00000098154	ENSMUSG00000009214
ENSMUSG00000067596	ENSMUSG00000097409	ENSMUSG00000096914
ENSMUSG00000055763	ENSMUSG00000023106	ENSMUSG00000024650
ENSMUSG00000093847	ENSMUSG00000029430	ENSMUSG00000004031
ENSMUSG00000033352	ENSMUSG00000029089	ENSMUSG00000032500
ENSMUSG00000095653	ENSMUSG00000082816	ENSMUSG00000097654
ENSMUSG00000046836	ENSMUSG00000029687	ENSMUSG00000062609
ENSMUSG00000064943	ENSMUSG00000042489	ENSMUSG00000022762
ENSMUSG00000053216	ENSMUSG00000029267	ENSMUSG00000009394
ENSMUSG00000032999	ENSMUSG00000030346	ENSMUSG00000084989
ENSMUSG00000035506	ENSMUSG00000029179	ENSMUSG00000043487
ENSMUSG00000090637	ENSMUSG00000021041	ENSMUSG00000055026
ENSMUSG00000061544	ENSMUSG00000092406	ENSMUSG00000046056
ENSMUSG00000045064	ENSMUSG00000043091	ENSMUSG00000031448
ENSMUSG00000087596	ENSMUSG00000004661	ENSMUSG00000034438
ENSMUSG00000026819	ENSMUSG00000094995	ENSMUSG00000038663
ENSMUSG00000081478	ENSMUSG00000067215	ENSMUSG00000033207
ENSMUSG00000026739	ENSMUSG00000082165	ENSMUSG00000040724
ENSMUSG00000050088	ENSMUSG00000082570	ENSMUSG00000041809
ENSMUSG00000036391	ENSMUSG00000089686	ENSMUSG00000003974
ENSMUSG00000069303	ENSMUSG00000027304	ENSMUSG00000044827
ENSMUSG00000025006	ENSMUSG00000013629	ENSMUSG00000036578
ENSMUSG00000058124	ENSMUSG00000097709	ENSMUSG00000085095
ENSMUSG00000000731	ENSMUSG00000097468	ENSMUSG00000024136
ENSMUSG00000077648	ENSMUSG00000022781	ENSMUSG00000091523
ENSMUSG00000032818	ENSMUSG00000096787	ENSMUSG00000004655
ENSMUSG00000040877	ENSMUSG00000086196	ENSMUSG00000095306
ENSMUSG00000046173	ENSMUSG00000044243	ENSMUSG00000074604
ENSMUSG00000034075	ENSMUSG00000028312	ENSMUSG00000009545
ENSMUSG00000085921	ENSMUSG00000046518	ENSMUSG00000060882
ENSMUSG00000092148	ENSMUSG00000082927	ENSMUSG00000048442
ENSMUSG00000015605	ENSMUSG00000097497	ENSMUSG00000095207
ENSMUSG00000072905	ENSMUSG00000054942	ENSMUSG00000036362
ENSMUSG00000054763	ENSMUSG00000097479	ENSMUSG00000030111
ENSMUSG00000074804	ENSMUSG00000021131	ENSMUSG00000027761
ENSMUSG00000094499	ENSMUSG00000085323	ENSMUSG00000038457
ENSMUSG00000082997	ENSMUSG00000001622	ENSMUSG00000033220
ENSMUSG00000035560	ENSMUSG00000033961	ENSMUSG00000050493
ENSMUSG00000085329	ENSMUSG00000020273	ENSMUSG00000061762
ENSMUSG00000085507	ENSMUSG00000025500	ENSMUSG00000068196
ENSMUSG00000089775	ENSMUSG00000084772	ENSMUSG00000036887
ENSMUSG00000097429	ENSMUSG00000070170	ENSMUSG00000079363
ENSMUSG00000025545	ENSMUSG00000022364	ENSMUSG00000010803
ENSMUSG00000026792	ENSMUSG00000081182	ENSMUSG00000089701
ENSMUSG00000086396	ENSMUSG00000029920	ENSMUSG00000068615
ENSMUSG00000046957	ENSMUSG00000089389	ENSMUSG00000056569
ENSMUSG00000095514	ENSMUSG00000030528	ENSMUSG00000047155
ENSMUSG00000038733	ENSMUSG00000073010	ENSMUSG00000057604
ENSMUSG00000038067	ENSMUSG00000096033	ENSMUSG00000045730
ENSMUSG00000045463	ENSMUSG00000092266	ENSMUSG00000073154
ENSMUSG00000060765	ENSMUSG00000086103	ENSMUSG00000054293
ENSMUSG00000040033	ENSMUSG00000036523	ENSMUSG00000041301
ENSMUSG00000049871	ENSMUSG00000039985	ENSMUSG00000051456
ENSMUSG00000075023	ENSMUSG00000059659	ENSMUSG00000038233
ENSMUSG00000036770	ENSMUSG00000060087	ENSMUSG00000027416
ENSMUSG00000089853	ENSMUSG00000080478	ENSMUSG00000030092
ENSMUSG00000020283	ENSMUSG00000008373	ENSMUSG00000038527
ENSMUSG00000073457	ENSMUSG00000031450	ENSMUSG00000048038
ENSMUSG00000098197	ENSMUSG00000077271	ENSMUSG00000029716
ENSMUSG00000089795	ENSMUSG00000022471	ENSMUSG00000046321
ENSMUSG00000089716	ENSMUSG00000068437	ENSMUSG00000044938
ENSMUSG00000098079	ENSMUSG00000031891	ENSMUSG00000090546
ENSMUSG00000026401	ENSMUSG00000037643	ENSMUSG00000036896
ENSMUSG00000041915	ENSMUSG00000071237	ENSMUSG00000014158
ENSMUSG00000056692	ENSMUSG00000086542	ENSMUSG00000098050
ENSMUSG00000024224	ENSMUSG00000028438	ENSMUSG00000090164
ENSMUSG00000034320	ENSMUSG00000038759	ENSMUSG00000071551
ENSMUSG00000081445	ENSMUSG00000028010	ENSMUSG00000061947
ENSMUSG00000041359	ENSMUSG00000083994	ENSMUSG00000033633
ENSMUSG00000091896	ENSMUSG00000091625	ENSMUSG00000030785
ENSMUSG00000096927	ENSMUSG00000026088	ENSMUSG00000024055
ENSMUSG00000057522	ENSMUSG00000073910	ENSMUSG00000030340
ENSMUSG00000091780	ENSMUSG00000074303	ENSMUSG00000076928
ENSMUSG00000083722	ENSMUSG00000083816	ENSMUSG00000048534
ENSMUSG00000005202	ENSMUSG00000022802	ENSMUSG00000087289
ENSMUSG00000072884	ENSMUSG00000033036	ENSMUSG00000097482
ENSMUSG00000022517	ENSMUSG00000083372	ENSMUSG00000053279
ENSMUSG00000095022	ENSMUSG00000033970	ENSMUSG00000037254
ENSMUSG00000047661	ENSMUSG00000081494	ENSMUSG00000030218
ENSMUSG00000026435	ENSMUSG00000090659	ENSMUSG00000043017
ENSMUSG00000021273	ENSMUSG00000086404	ENSMUSG00000027559
ENSMUSG00000046157	ENSMUSG00000081778	ENSMUSG00000024892
ENSMUSG00000096618	ENSMUSG00000073012	ENSMUSG00000034387
ENSMUSG00000090101	ENSMUSG00000002017	ENSMUSG00000040694
ENSMUSG00000024290	ENSMUSG00000035200	ENSMUSG00000003545
ENSMUSG00000096619	ENSMUSG00000072381	ENSMUSG00000061527
ENSMUSG00000091779	ENSMUSG00000080929	ENSMUSG00000063727
ENSMUSG00000093776	ENSMUSG00000006740	ENSMUSG00000026896
ENSMUSG00000056770	ENSMUSG00000082402	ENSMUSG00000033377
ENSMUSG00000037957	ENSMUSG00000020734	ENSMUSG00000012777
ENSMUSG00000093863	ENSMUSG00000027552	ENSMUSG00000098220
ENSMUSG00000085477	ENSMUSG00000025733	ENSMUSG00000090925
ENSMUSG00000091743	ENSMUSG00000082322	ENSMUSG00000032089
ENSMUSG00000032808	ENSMUSG00000041605	ENSMUSG00000029298
ENSMUSG00000038302	ENSMUSG00000054199	ENSMUSG00000078161
ENSMUSG00000081318	ENSMUSG00000032394	ENSMUSG00000073686
ENSMUSG00000075272	ENSMUSG00000098076	ENSMUSG00000071540
ENSMUSG00000097747	ENSMUSG00000065124	ENSMUSG00000059173
ENSMUSG00000038491	ENSMUSG00000089902	ENSMUSG00000038224
ENSMUSG00000020594	ENSMUSG00000097052	ENSMUSG00000046805
ENSMUSG00000069456	ENSMUSG00000028292	ENSMUSG00000057060
ENSMUSG00000092525	ENSMUSG00000032796	ENSMUSG00000052572
ENSMUSG00000068348	ENSMUSG00000081861	ENSMUSG00000001260
ENSMUSG00000090396	ENSMUSG00000070424	ENSMUSG00000069132
ENSMUSG00000020864	ENSMUSG00000032892	ENSMUSG00000032278
ENSMUSG00000083279	ENSMUSG00000085541	ENSMUSG00000036192
ENSMUSG00000095799	ENSMUSG00000025758	ENSMUSG00000021423
ENSMUSG00000037649	ENSMUSG00000024246	ENSMUSG00000038403
ENSMUSG00000087062	ENSMUSG00000027939	ENSMUSG00000034997
ENSMUSG00000096323	ENSMUSG00000092060	ENSMUSG00000032911
ENSMUSG00000022498	ENSMUSG00000086352	ENSMUSG00000021721
ENSMUSG00000090374	ENSMUSG00000059246	ENSMUSG00000022831
ENSMUSG00000024750	ENSMUSG00000045327	ENSMUSG00000037977
ENSMUSG00000094374	ENSMUSG00000096841	ENSMUSG00000022523
ENSMUSG00000025981	ENSMUSG00000065301	ENSMUSG00000087362
ENSMUSG00000020876	ENSMUSG00000064037	ENSMUSG00000057092
ENSMUSG00000020496	ENSMUSG00000085058	ENSMUSG00000036062
ENSMUSG00000094215	ENSMUSG00000079555	ENSMUSG00000031101
ENSMUSG00000003119	ENSMUSG00000082617	ENSMUSG00000041559
ENSMUSG00000021552	ENSMUSG00000094777	ENSMUSG00000062585
ENSMUSG00000078925	ENSMUSG00000097711	ENSMUSG00000045362
ENSMUSG00000021772	ENSMUSG00000080946	ENSMUSG00000070498
ENSMUSG00000082164	ENSMUSG00000062075	ENSMUSG00000057722
ENSMUSG00000068252	ENSMUSG00000001089	ENSMUSG00000043505
ENSMUSG00000047911	ENSMUSG00000052105	ENSMUSG00000030125
ENSMUSG00000023882	ENSMUSG00000028391	ENSMUSG00000026679
ENSMUSG00000088634	ENSMUSG00000086240	ENSMUSG00000047161
ENSMUSG00000026608	ENSMUSG00000028933	ENSMUSG00000032584
ENSMUSG00000090036	ENSMUSG00000086807	ENSMUSG00000033174
ENSMUSG00000097550	ENSMUSG00000081560	ENSMUSG00000048458
ENSMUSG00000097878	ENSMUSG00000094417	ENSMUSG00000097317
ENSMUSG00000034893	ENSMUSG00000059939	ENSMUSG00000086233
ENSMUSG00000000711	ENSMUSG00000055198	ENSMUSG00000084761
ENSMUSG00000093795	ENSMUSG00000084153	ENSMUSG00000074981
ENSMUSG00000096284	ENSMUSG00000056729	ENSMUSG00000033544
ENSMUSG00000064252	ENSMUSG00000020657	ENSMUSG00000001741
ENSMUSG00000094314	ENSMUSG00000036291	ENSMUSG00000085151
ENSMUSG00000093844	ENSMUSG00000035495	ENSMUSG00000031919
ENSMUSG00000096947	ENSMUSG00000081633	ENSMUSG00000033880
ENSMUSG00000092383	ENSMUSG00000030031	ENSMUSG00000029260
ENSMUSG00000021687	ENSMUSG00000097658	ENSMUSG00000082414
ENSMUSG00000068062	ENSMUSG00000034928	ENSMUSG00000031298
ENSMUSG00000046962	ENSMUSG00000069291	ENSMUSG00000000058
ENSMUSG00000024105	ENSMUSG00000064792	ENSMUSG00000041986
ENSMUSG00000034300	ENSMUSG00000062905	ENSMUSG00000020810
ENSMUSG00000094027	ENSMUSG00000023832	ENSMUSG00000048779
ENSMUSG00000045532	ENSMUSG00000020949	ENSMUSG00000048772
ENSMUSG00000038546	ENSMUSG00000027168	ENSMUSG00000050520
ENSMUSG00000095859	ENSMUSG00000052368	ENSMUSG00000044430
ENSMUSG00000094784	ENSMUSG00000081532	ENSMUSG00000058975
ENSMUSG00000095369	ENSMUSG00000093644	ENSMUSG00000071531
ENSMUSG00000092317	ENSMUSG00000096839	ENSMUSG00000007097
ENSMUSG00000081007	ENSMUSG00000087915	ENSMUSG00000048004
ENSMUSG00000033819	ENSMUSG00000083814	ENSMUSG00000030592
ENSMUSG00000090854	ENSMUSG00000032415	ENSMUSG00000028115
ENSMUSG00000083917	ENSMUSG00000091908	ENSMUSG00000037225
ENSMUSG00000098169	ENSMUSG00000082396	ENSMUSG00000058952
ENSMUSG00000021790	ENSMUSG00000065041	ENSMUSG00000003617
ENSMUSG00000021775	ENSMUSG00000083363	ENSMUSG00000031377
ENSMUSG00000024687	ENSMUSG00000029730	ENSMUSG00000035681
ENSMUSG00000006724	ENSMUSG00000068394	ENSMUSG00000093467
ENSMUSG00000091058	ENSMUSG00000028690	ENSMUSG00000014776
ENSMUSG00000097113	ENSMUSG00000084380	ENSMUSG00000086918
ENSMUSG00000091122	ENSMUSG00000026980	ENSMUSG00000022707
ENSMUSG00000071691	ENSMUSG00000002870	ENSMUSG00000030730
ENSMUSG00000009733	ENSMUSG00000073434	ENSMUSG00000026579
ENSMUSG00000024734	ENSMUSG00000006720	ENSMUSG00000027015
ENSMUSG00000044095	ENSMUSG00000030609	ENSMUSG00000030255
ENSMUSG00000097427	ENSMUSG00000098238	ENSMUSG00000097604
ENSMUSG00000040599	ENSMUSG00000064382	ENSMUSG00000022037
ENSMUSG00000095044	ENSMUSG00000078894	ENSMUSG00000033849
ENSMUSG00000026781	ENSMUSG00000027823	ENSMUSG00000033615
ENSMUSG00000010142	ENSMUSG00000087179	ENSMUSG00000085938
ENSMUSG00000038560	ENSMUSG00000030138	ENSMUSG00000034839
ENSMUSG00000059326	ENSMUSG00000044518	ENSMUSG00000020893
ENSMUSG00000002996	ENSMUSG00000037236	ENSMUSG00000030249
ENSMUSG00000094926	ENSMUSG00000007080	ENSMUSG00000071178
ENSMUSG00000098092	ENSMUSG00000024987	ENSMUSG00000030302
ENSMUSG00000094144	ENSMUSG00000032517	ENSMUSG00000033082
ENSMUSG00000085333	ENSMUSG00000087819	ENSMUSG00000036353
ENSMUSG00000027088	ENSMUSG00000082245	ENSMUSG00000090084
ENSMUSG00000041872	ENSMUSG00000034460	ENSMUSG00000078937
ENSMUSG00000039342	ENSMUSG00000037140	ENSMUSG00000032377
ENSMUSG00000021338	ENSMUSG00000026775	ENSMUSG00000001119
ENSMUSG00000024922	ENSMUSG00000003341	ENSMUSG00000007944
ENSMUSG00000010592	ENSMUSG00000010760	ENSMUSG00000047011
ENSMUSG00000087236	ENSMUSG00000090487	ENSMUSG00000035283
ENSMUSG00000075502	ENSMUSG00000094896	ENSMUSG00000084845
ENSMUSG00000093381	ENSMUSG00000047153	ENSMUSG00000058715
ENSMUSG00000020317	ENSMUSG00000006412	ENSMUSG00000029408
ENSMUSG00000094796	ENSMUSG00000086930	ENSMUSG00000001911
ENSMUSG00000096049	ENSMUSG00000090293	ENSMUSG00000020788
ENSMUSG00000038037	ENSMUSG00000094851	ENSMUSG00000036905
ENSMUSG00000037791	ENSMUSG00000078630	ENSMUSG00000085584
ENSMUSG00000020802	ENSMUSG00000085553	ENSMUSG00000040536
ENSMUSG00000014867	ENSMUSG00000021848	ENSMUSG00000064225
ENSMUSG00000085048	ENSMUSG00000026584	ENSMUSG00000032502
ENSMUSG00000086439	ENSMUSG00000054258	ENSMUSG00000049265
ENSMUSG00000004187	ENSMUSG00000034292	ENSMUSG00000050395
ENSMUSG00000009293	ENSMUSG00000090114	ENSMUSG00000038415
ENSMUSG00000079657	ENSMUSG00000024947	ENSMUSG00000036469
ENSMUSG00000084938	ENSMUSG00000083006	ENSMUSG00000092071
ENSMUSG00000037750	ENSMUSG00000002221	ENSMUSG00000058914
ENSMUSG00000085017	ENSMUSG00000070225	ENSMUSG00000022838
ENSMUSG00000032633	ENSMUSG00000083235	ENSMUSG00000040412
ENSMUSG00000090974	ENSMUSG00000086083	ENSMUSG00000027901
ENSMUSG00000039021	ENSMUSG00000098156	ENSMUSG00000097708
ENSMUSG00000085491	ENSMUSG00000074578	ENSMUSG00000097675
ENSMUSG00000091166	ENSMUSG00000035842	ENSMUSG00000030103
ENSMUSG00000071716	ENSMUSG00000083823	ENSMUSG00000097471
ENSMUSG00000095826	ENSMUSG00000054874	ENSMUSG00000003657
ENSMUSG00000052291	ENSMUSG00000093806	ENSMUSG00000086399
ENSMUSG00000097845	ENSMUSG00000093119	ENSMUSG00000022218
ENSMUSG00000048410	ENSMUSG00000083989	ENSMUSG00000049112
ENSMUSG00000090796	ENSMUSG00000021918	ENSMUSG00000005951
ENSMUSG00000091457	ENSMUSG00000040478	ENSMUSG00000034579
ENSMUSG00000049560	ENSMUSG00000050852	ENSMUSG00000034755
ENSMUSG00000020286	ENSMUSG00000037991	ENSMUSG00000005803
ENSMUSG00000096531	ENSMUSG00000021469	ENSMUSG00000037379
ENSMUSG00000073563	ENSMUSG00000024170	ENSMUSG00000075318
ENSMUSG00000097553	ENSMUSG00000005506	ENSMUSG00000042943
ENSMUSG00000058953	ENSMUSG00000085762	ENSMUSG00000040907
ENSMUSG00000094884	ENSMUSG00000090607	ENSMUSG00000038058
ENSMUSG00000059406	ENSMUSG00000027959	ENSMUSG00000031595
ENSMUSG00000086445	ENSMUSG00000096366	ENSMUSG00000017390
ENSMUSG00000079034	ENSMUSG00000054069	ENSMUSG00000031445
ENSMUSG00000020227	ENSMUSG00000097386	ENSMUSG00000004038
ENSMUSG00000009092	ENSMUSG00000065208	ENSMUSG00000035805
ENSMUSG00000098099	ENSMUSG00000039725	ENSMUSG00000028348
ENSMUSG00000070331	ENSMUSG00000097489	ENSMUSG00000035775
ENSMUSG00000095518	ENSMUSG00000071362	ENSMUSG00000006611
ENSMUSG00000069307	ENSMUSG00000072952	ENSMUSG00000027347
ENSMUSG00000042678	ENSMUSG00000087181	ENSMUSG00000021536
ENSMUSG00000014609	ENSMUSG00000083796	ENSMUSG00000046688
ENSMUSG00000090790	ENSMUSG00000089313	ENSMUSG00000029026
ENSMUSG00000027109	ENSMUSG00000030699	ENSMUSG00000045975
ENSMUSG00000026972	ENSMUSG00000029480	ENSMUSG00000041797
ENSMUSG00000085185	ENSMUSG00000022635	ENSMUSG00000023336
ENSMUSG00000059279	ENSMUSG00000083713	ENSMUSG00000041736
ENSMUSG00000070719	ENSMUSG00000083819	ENSMUSG00000003123
ENSMUSG00000072825	ENSMUSG00000022641	ENSMUSG00000043498
ENSMUSG00000085856	ENSMUSG00000056305	ENSMUSG00000031760
ENSMUSG00000053461	ENSMUSG00000092029	ENSMUSG00000063611
ENSMUSG00000079356	ENSMUSG00000029517	ENSMUSG00000015224
ENSMUSG00000091407	ENSMUSG00000095865	ENSMUSG00000039899
ENSMUSG00000089714	ENSMUSG00000085385	ENSMUSG00000055368
ENSMUSG00000095466	ENSMUSG00000085322	ENSMUSG00000024854
ENSMUSG00000090699	ENSMUSG00000093967	ENSMUSG00000040855
ENSMUSG00000048732	ENSMUSG00000085542	ENSMUSG00000030069
ENSMUSG00000091076	ENSMUSG00000082127	ENSMUSG00000037370
ENSMUSG00000012609	ENSMUSG00000061759	ENSMUSG00000054013
ENSMUSG00000024096	ENSMUSG00000084693	ENSMUSG00000038128
ENSMUSG00000020027	ENSMUSG00000097415	ENSMUSG00000087692
ENSMUSG00000083933	ENSMUSG00000030521	ENSMUSG00000018986
ENSMUSG00000026932	ENSMUSG00000031965	ENSMUSG00000050666
ENSMUSG00000022983	ENSMUSG00000066042	ENSMUSG00000073514
ENSMUSG00000086839	ENSMUSG00000064930	ENSMUSG00000032420
ENSMUSG00000067872	ENSMUSG00000080365	ENSMUSG00000020331
ENSMUSG00000096803	ENSMUSG00000062432	ENSMUSG00000048706
ENSMUSG00000034947	ENSMUSG00000094443	ENSMUSG00000028600
ENSMUSG00000042348	ENSMUSG00000098222	ENSMUSG00000007655
ENSMUSG00000032691	ENSMUSG00000064837	ENSMUSG00000096146
ENSMUSG00000090034	ENSMUSG00000041147	ENSMUSG00000047797
ENSMUSG00000086049	ENSMUSG00000070166	ENSMUSG00000024529
ENSMUSG00000095673	ENSMUSG00000021728	ENSMUSG00000048782
ENSMUSG00000022543	ENSMUSG00000083588	ENSMUSG00000097132
ENSMUSG00000035295	ENSMUSG00000029711	ENSMUSG00000062257
ENSMUSG00000081762	ENSMUSG00000029657	ENSMUSG00000085139
ENSMUSG00000083782	ENSMUSG00000097769	ENSMUSG00000046959
ENSMUSG00000082871	ENSMUSG00000001016	ENSMUSG00000037358
ENSMUSG00000020068	ENSMUSG00000043065	ENSMUSG00000022512
ENSMUSG00000071217	ENSMUSG00000083245	ENSMUSG00000054083
ENSMUSG00000061296	ENSMUSG00000024767	ENSMUSG00000069581
ENSMUSG00000024223	ENSMUSG00000097507	ENSMUSG00000070392
ENSMUSG00000096080	ENSMUSG00000021611	ENSMUSG00000030737
ENSMUSG00000087891	ENSMUSG00000057000	ENSMUSG00000092258
ENSMUSG00000022428	ENSMUSG00000042942	ENSMUSG00000051373
ENSMUSG00000022019	ENSMUSG00000097532	ENSMUSG00000097352
ENSMUSG00000021767	ENSMUSG00000094258	ENSMUSG00000089661
ENSMUSG00000071084	ENSMUSG00000067916	ENSMUSG00000087541
ENSMUSG00000097581	ENSMUSG00000051235	ENSMUSG00000085314
ENSMUSG00000026788	ENSMUSG00000083657	ENSMUSG00000039114
ENSMUSG00000073380	ENSMUSG00000090328	ENSMUSG00000024511
ENSMUSG00000096175	ENSMUSG00000035597	ENSMUSG00000052085
ENSMUSG00000082373	ENSMUSG00000003070	ENSMUSG00000030621
ENSMUSG00000024842	ENSMUSG00000022701	ENSMUSG00000002007
ENSMUSG00000056130	ENSMUSG00000057886	ENSMUSG00000040061
ENSMUSG00000021693	ENSMUSG00000002718	ENSMUSG00000039155
ENSMUSG00000035614	ENSMUSG00000080737	ENSMUSG00000042761
ENSMUSG00000091584	ENSMUSG00000096536	ENSMUSG00000040373
ENSMUSG00000025885	ENSMUSG00000094021	ENSMUSG00000009633
ENSMUSG00000096883	ENSMUSG00000015377	ENSMUSG00000047496
ENSMUSG00000020945	ENSMUSG00000048012	ENSMUSG00000029335
ENSMUSG00000019907	ENSMUSG00000083841	ENSMUSG00000052595
ENSMUSG00000091604	ENSMUSG00000027184	ENSMUSG00000097617
ENSMUSG00000095071	ENSMUSG00000027932	ENSMUSG00000072720
ENSMUSG00000020639	ENSMUSG00000085592	ENSMUSG00000021219
ENSMUSG00000086666	ENSMUSG00000069755	ENSMUSG00000058152
ENSMUSG00000020396	ENSMUSG00000024974	ENSMUSG00000070985
ENSMUSG00000038754	ENSMUSG00000063830	ENSMUSG00000020241
ENSMUSG00000021125	ENSMUSG00000085436	ENSMUSG00000036357
ENSMUSG00000063765	ENSMUSG00000078240	ENSMUSG00000027335
ENSMUSG00000050974	ENSMUSG00000022997	ENSMUSG00000030406
ENSMUSG00000095717	ENSMUSG00000081242	ENSMUSG00000072941
ENSMUSG00000096497	ENSMUSG00000074256	ENSMUSG00000045912
ENSMUSG00000022419	ENSMUSG00000020900	ENSMUSG00000019929
ENSMUSG00000069495	ENSMUSG00000069236	ENSMUSG00000040212
ENSMUSG00000042888	ENSMUSG00000085371	ENSMUSG00000000182
ENSMUSG00000087067	ENSMUSG00000028282	ENSMUSG00000020583
ENSMUSG00000040963	ENSMUSG00000024097	ENSMUSG00000019194
ENSMUSG00000013663	ENSMUSG00000060798	ENSMUSG00000030098
ENSMUSG00000020653	ENSMUSG00000043145	ENSMUSG00000019850
ENSMUSG00000039840	ENSMUSG00000083976	ENSMUSG00000032860
ENSMUSG00000089761	ENSMUSG00000086126	ENSMUSG00000024818
ENSMUSG00000084766	ENSMUSG00000017146	ENSMUSG00000025489
ENSMUSG00000096640	ENSMUSG00000047986	ENSMUSG00000061816
ENSMUSG00000000276	ENSMUSG00000082371	ENSMUSG00000038239
ENSMUSG00000024787	ENSMUSG00000080575	ENSMUSG00000038884
ENSMUSG00000087693	ENSMUSG00000065725	ENSMUSG00000079022
ENSMUSG00000050705	ENSMUSG00000071226	ENSMUSG00000031958
ENSMUSG00000045350	ENSMUSG00000037572	ENSMUSG00000027570
ENSMUSG00000053749	ENSMUSG00000097188	ENSMUSG00000031129
ENSMUSG00000071671	ENSMUSG00000042854	ENSMUSG00000074623
ENSMUSG00000098136	ENSMUSG00000067367	ENSMUSG00000032482
ENSMUSG00000055789	ENSMUSG00000094248	ENSMUSG00000004558
ENSMUSG00000020189	ENSMUSG00000014355	ENSMUSG00000020154
ENSMUSG00000020463	ENSMUSG00000039187	ENSMUSG00000030030
ENSMUSG00000076236	ENSMUSG00000091423	ENSMUSG00000098132
ENSMUSG00000018736	ENSMUSG00000020623	ENSMUSG00000021798
ENSMUSG00000094228	ENSMUSG00000062012	ENSMUSG00000020787
ENSMUSG00000073633	ENSMUSG00000036030	ENSMUSG00000038204
ENSMUSG00000076033	ENSMUSG00000047897	ENSMUSG00000025176
ENSMUSG00000036282	ENSMUSG00000065939	ENSMUSG00000052496
ENSMUSG00000050799	ENSMUSG00000032110	ENSMUSG00000022894
ENSMUSG00000071646	ENSMUSG00000042548	ENSMUSG00000033342
ENSMUSG00000037617	ENSMUSG00000079259	ENSMUSG00000033860
ENSMUSG00000036764	ENSMUSG00000021193	ENSMUSG00000075027
ENSMUSG00000079031	ENSMUSG00000081319	ENSMUSG00000074517
ENSMUSG00000073608	ENSMUSG00000035383	ENSMUSG00000033268
ENSMUSG00000094295	ENSMUSG00000026931	ENSMUSG00000006143
ENSMUSG00000085866	ENSMUSG00000091876	ENSMUSG00000024049
ENSMUSG00000038925	ENSMUSG00000023781	ENSMUSG00000023805
ENSMUSG00000097958	ENSMUSG00000082063	ENSMUSG00000053141
ENSMUSG00000026499	ENSMUSG00000088958	ENSMUSG00000015843
ENSMUSG00000026301	ENSMUSG00000027429	ENSMUSG00000015533
ENSMUSG00000070345	ENSMUSG00000083766	ENSMUSG00000038665
ENSMUSG00000095113	ENSMUSG00000033222	ENSMUSG00000044505
ENSMUSG00000022749	ENSMUSG00000095943	ENSMUSG00000005465
ENSMUSG00000062651	ENSMUSG00000047098	ENSMUSG00000043388
ENSMUSG00000035372	ENSMUSG00000042448	ENSMUSG00000004961
ENSMUSG00000047656	ENSMUSG00000027466	ENSMUSG00000083863
ENSMUSG00000098179	ENSMUSG00000015652	ENSMUSG00000028356
ENSMUSG00000083807	ENSMUSG00000003153	ENSMUSG00000037709
ENSMUSG00000098058	ENSMUSG00000063273	ENSMUSG00000033308
ENSMUSG00000071369	ENSMUSG00000029844	ENSMUSG00000018008
ENSMUSG00000081363	ENSMUSG00000093658	ENSMUSG00000021719
ENSMUSG00000020516	ENSMUSG00000083856	ENSMUSG00000005686
ENSMUSG00000086756	ENSMUSG00000086658	ENSMUSG00000021340
ENSMUSG00000022420	ENSMUSG00000091010	ENSMUSG00000044125
ENSMUSG00000067370	ENSMUSG00000073427	ENSMUSG00000097474
ENSMUSG00000095643	ENSMUSG00000063245	ENSMUSG00000031841
ENSMUSG00000092019	ENSMUSG00000095809	ENSMUSG00000035226
ENSMUSG00000037434	ENSMUSG00000005503	ENSMUSG00000086269
ENSMUSG00000052075	ENSMUSG00000091021	ENSMUSG00000039062
ENSMUSG00000085868	ENSMUSG00000092505	ENSMUSG00000043795
ENSMUSG00000074673	ENSMUSG00000051297	ENSMUSG00000062561
ENSMUSG00000041347	ENSMUSG00000021506	ENSMUSG00000031613
ENSMUSG00000084824	ENSMUSG00000094365	ENSMUSG00000054662
ENSMUSG00000043782	ENSMUSG00000038544	ENSMUSG00000031444
ENSMUSG00000084969	ENSMUSG00000087076	ENSMUSG00000047854
ENSMUSG00000004296	ENSMUSG00000098149	ENSMUSG00000030898
ENSMUSG00000046008	ENSMUSG00000009621	ENSMUSG00000026828
ENSMUSG00000082934	ENSMUSG00000091749	ENSMUSG00000085517
ENSMUSG00000064308	ENSMUSG00000016524	ENSMUSG00000042529
ENSMUSG00000081596	ENSMUSG00000038624	ENSMUSG00000036596
ENSMUSG00000000552	ENSMUSG00000073623	ENSMUSG00000034040
